"No.","Time","Source","Destination","Protocol","Address","Length","Name","Info"
"4692","32.998682","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3305452 Ack=22240 Win=111872 Len=1448 TSval=1146982710 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4693","32.998729","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3306900 Win=427904 Len=0 TSval=495616007 TSecr=1146982710"
"4694","32.999009","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3306900 Ack=22240 Win=111872 Len=1448 TSval=1146982710 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4695","32.999011","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3308348 Ack=22240 Win=111872 Len=1448 TSval=1146982710 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4696","32.999054","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3309796 Win=427904 Len=0 TSval=495616007 TSecr=1146982710"
"4697","32.999312","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3309796 Ack=22240 Win=111872 Len=1448 TSval=1146982710 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4698","32.999315","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3311244 Ack=22240 Win=111872 Len=1448 TSval=1146982710 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4699","32.999361","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3312692 Win=427904 Len=0 TSval=495616008 TSecr=1146982710"
"4700","32.999846","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"4701","32.999849","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3314140 Ack=22240 Win=111872 Len=1448 TSval=1146982711 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4702","32.999898","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3315588 Win=427904 Len=0 TSval=495616008 TSecr=1146982711"
"4703","33.000226","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3315588 Ack=22240 Win=111872 Len=1448 TSval=1146982711 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4704","33.000229","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3317036 Ack=22240 Win=111872 Len=1448 TSval=1146982711 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4705","33.000291","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3318484 Win=427904 Len=0 TSval=495616008 TSecr=1146982711"
"4706","33.000523","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3318484 Ack=22240 Win=111872 Len=1448 TSval=1146982711 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4707","33.000526","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3319932 Ack=22240 Win=111872 Len=1448 TSval=1146982711 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4708","33.000606","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3321380 Win=427904 Len=0 TSval=495616009 TSecr=1146982711"
"4709","33.000790","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3321380 Ack=22240 Win=111872 Len=1448 TSval=1146982711 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4710","33.000792","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3322828 Ack=22240 Win=111872 Len=1448 TSval=1146982712 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4711","33.000844","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3324276 Win=427904 Len=0 TSval=495616009 TSecr=1146982712"
"4712","33.001191","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3324276 Ack=22240 Win=111872 Len=1448 TSval=1146982712 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4713","33.001194","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3325724 Ack=22240 Win=111872 Len=1448 TSval=1146982712 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4714","33.001241","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3327172 Win=427904 Len=0 TSval=495616009 TSecr=1146982712"
"4715","33.001974","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3327172 Ack=22240 Win=111872 Len=1448 TSval=1146982712 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4716","33.001977","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3328620 Ack=22240 Win=111872 Len=1448 TSval=1146982712 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4717","33.002014","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3330068 Win=427904 Len=0 TSval=495616010 TSecr=1146982712"
"4718","33.002393","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"4719","33.002396","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3331516 Ack=22240 Win=111872 Len=1448 TSval=1146982713 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4720","33.002429","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3332964 Win=427904 Len=0 TSval=495616010 TSecr=1146982713"
"4721","33.003343","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3332964 Ack=22240 Win=111872 Len=1448 TSval=1146982713 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4722","33.003345","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3334412 Ack=22240 Win=111872 Len=1448 TSval=1146982713 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4723","33.003384","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3335860 Win=427904 Len=0 TSval=495616011 TSecr=1146982713"
"4724","33.003707","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3335860 Ack=22240 Win=111872 Len=1448 TSval=1146982713 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4725","33.003709","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3337308 Ack=22240 Win=111872 Len=1448 TSval=1146982713 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4726","33.003740","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3338756 Win=427904 Len=0 TSval=495616011 TSecr=1146982713"
"4727","33.005378","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3338756 Ack=22240 Win=111872 Len=1448 TSval=1146982713 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4728","33.005381","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3340204 Ack=22240 Win=111872 Len=1448 TSval=1146982714 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4729","33.005383","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3341652 Ack=22240 Win=111872 Len=1448 TSval=1146982714 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4730","33.005385","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3343100 Ack=22240 Win=111872 Len=1448 TSval=1146982714 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4731","33.005442","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3344548 Win=427904 Len=0 TSval=495616013 TSecr=1146982714"
"4732","33.006165","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3344548 Ack=22240 Win=111872 Len=1448 TSval=1146982714 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4733","33.006168","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"4734","33.006232","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3347444 Win=427904 Len=0 TSval=495616013 TSecr=1146982714"
"4735","33.006533","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3347444 Ack=22240 Win=111872 Len=1448 TSval=1146982714 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4736","33.006537","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3348892 Ack=22240 Win=111872 Len=1448 TSval=1146982715 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4737","33.006596","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3350340 Win=427904 Len=0 TSval=495616014 TSecr=1146982715"
"4738","33.006874","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3350340 Ack=22240 Win=111872 Len=1448 TSval=1146982715 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4739","33.006877","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3351788 Ack=22240 Win=111872 Len=1448 TSval=1146982715 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4740","33.006931","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3353236 Win=427904 Len=0 TSval=495616014 TSecr=1146982715"
"4741","33.007250","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3353236 Ack=22240 Win=111872 Len=1448 TSval=1146982715 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4742","33.007253","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3354684 Ack=22240 Win=111872 Len=1448 TSval=1146982715 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4743","33.007289","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3356132 Win=427904 Len=0 TSval=495616014 TSecr=1146982715"
"4744","33.007541","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3356132 Ack=22240 Win=111872 Len=1448 TSval=1146982715 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4745","33.007545","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3357580 Ack=22240 Win=111872 Len=1448 TSval=1146982716 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4746","33.007588","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3359028 Win=427904 Len=0 TSval=495616015 TSecr=1146982715"
"4747","33.007858","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3359028 Ack=22240 Win=111872 Len=1448 TSval=1146982716 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4748","33.007861","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3360476 Ack=22240 Win=111872 Len=1448 TSval=1146982716 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4749","33.007909","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3361924 Win=427904 Len=0 TSval=495616015 TSecr=1146982716"
"4750","33.008209","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"4751","33.008212","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3363372 Ack=22240 Win=111872 Len=1448 TSval=1146982716 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4752","33.008247","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3364820 Win=427904 Len=0 TSval=495616015 TSecr=1146982716"
"4753","33.008609","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3364820 Ack=22240 Win=111872 Len=1448 TSval=1146982716 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4754","33.008613","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3366268 Ack=22240 Win=111872 Len=1448 TSval=1146982716 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4755","33.008671","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3367716 Win=427904 Len=0 TSval=495616016 TSecr=1146982716"
"4756","33.009319","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3367716 Ack=22240 Win=111872 Len=1448 TSval=1146982716 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4757","33.009322","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3369164 Ack=22240 Win=111872 Len=1448 TSval=1146982716 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4758","33.009361","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3370612 Win=427904 Len=0 TSval=495616016 TSecr=1146982716"
"4759","33.009624","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3370612 Ack=22240 Win=111872 Len=1448 TSval=1146982717 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4760","33.009627","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3372060 Ack=22240 Win=111872 Len=1448 TSval=1146982717 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4761","33.009662","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3373508 Win=427904 Len=0 TSval=495616017 TSecr=1146982717"
"4762","33.009954","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3373508 Ack=22240 Win=111872 Len=1448 TSval=1146982717 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4763","33.009957","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3374956 Ack=22240 Win=111872 Len=1448 TSval=1146982717 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4764","33.009991","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3376404 Win=427904 Len=0 TSval=495616017 TSecr=1146982717"
"4765","33.010304","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3376404 Ack=22240 Win=111872 Len=1448 TSval=1146982717 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4766","33.010307","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3377852 Ack=22240 Win=111872 Len=1448 TSval=1146982717 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4767","33.010351","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3379300 Win=427904 Len=0 TSval=495616017 TSecr=1146982717"
"4768","33.010607","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"4769","33.010610","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3380748 Ack=22240 Win=111872 Len=1448 TSval=1146982718 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4770","33.010647","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3382196 Win=427904 Len=0 TSval=495616017 TSecr=1146982718"
"4771","33.010991","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3382196 Ack=22240 Win=111872 Len=1448 TSval=1146982718 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4772","33.010994","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3383644 Ack=22240 Win=111872 Len=1448 TSval=1146982718 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4773","33.011055","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3385092 Win=427904 Len=0 TSval=495616018 TSecr=1146982718"
"4774","33.011313","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3385092 Ack=22240 Win=111872 Len=1448 TSval=1146982718 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4775","33.011317","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3386540 Ack=22240 Win=111872 Len=1448 TSval=1146982718 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4776","33.011366","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3387988 Win=427904 Len=0 TSval=495616018 TSecr=1146982718"
"4777","33.011974","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3387988 Ack=22240 Win=111872 Len=1448 TSval=1146982719 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4778","33.011977","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3389436 Ack=22240 Win=111872 Len=1448 TSval=1146982719 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4779","33.012032","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3390884 Win=427904 Len=0 TSval=495616019 TSecr=1146982719"
"4780","33.012291","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3390884 Ack=22240 Win=111872 Len=1448 TSval=1146982719 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4781","33.012295","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3392332 Ack=22240 Win=111872 Len=1448 TSval=1146982719 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4782","33.012347","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3393780 Win=427904 Len=0 TSval=495616019 TSecr=1146982719"
"4783","33.012598","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3393780 Ack=22240 Win=111872 Len=1448 TSval=1146982719 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4784","33.012601","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"4785","33.012637","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3396676 Win=427904 Len=0 TSval=495616019 TSecr=1146982719"
"4786","33.012940","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3396676 Ack=22240 Win=111872 Len=1448 TSval=1146982720 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4787","33.012946","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3398124 Ack=22240 Win=111872 Len=1448 TSval=1146982720 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4788","33.013009","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3399572 Win=427904 Len=0 TSval=495616019 TSecr=1146982720"
"4789","33.013234","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3399572 Ack=22240 Win=111872 Len=1448 TSval=1146982720 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4790","33.013238","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3401020 Ack=22240 Win=111872 Len=1448 TSval=1146982720 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4791","33.013285","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3402468 Win=427904 Len=0 TSval=495616020 TSecr=1146982720"
"4792","33.013606","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=3402468 Ack=22240 Win=111872 Len=1448 TSval=1146982720 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4793","33.013610","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=3403916 Ack=22240 Win=111872 Len=1448 TSval=1146982720 TSecr=495615990 [TCP segment of a reassembled PDU]"
"4794","33.013662","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=22240 Ack=3405364 Win=427904 Len=0 TSval=495616020 TSecr=1146982720"
