"No.","Time","Source","Destination","Protocol","Address","Length","Name","Info"
"12355","97.247835","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12356","97.247836","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12357","97.247852","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9679237 Win=694336 Len=0 TSval=495679860 TSecr=1147046959"
"12358","97.248205","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12359","97.248207","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12360","97.248232","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9682133 Win=694336 Len=0 TSval=495679861 TSecr=1147046960"
"12361","97.248540","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12362","97.248542","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12363","97.248569","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9685029 Win=694336 Len=0 TSval=495679861 TSecr=1147046960"
"12364","97.249185","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12365","97.249187","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12366","97.249217","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9687925 Win=694336 Len=0 TSval=495679861 TSecr=1147046961"
"12367","97.250280","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12368","97.250282","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12369","97.250310","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9690821 Win=694336 Len=0 TSval=495679863 TSecr=1147046961"
"12370","97.250783","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12371","97.250784","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12372","97.250801","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9693717 Win=694336 Len=0 TSval=495679863 TSecr=1147046961"
"12373","97.251106","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12374","97.251108","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12375","97.251127","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9696613 Win=694336 Len=0 TSval=495679863 TSecr=1147046961"
"12376","97.251404","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12377","97.251405","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12378","97.251421","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9699509 Win=694336 Len=0 TSval=495679864 TSecr=1147046962"
"12379","97.251752","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12380","97.251753","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12381","97.251769","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9702405 Win=694336 Len=0 TSval=495679864 TSecr=1147046962"
"12382","97.252094","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12383","97.252095","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12384","97.252123","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9705301 Win=694336 Len=0 TSval=495679864 TSecr=1147046963"
"12385","97.252748","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12386","97.252750","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12387","97.252776","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9708197 Win=694336 Len=0 TSval=495679865 TSecr=1147046963"
"12388","97.253149","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12389","97.253151","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12390","97.253168","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9711093 Win=694336 Len=0 TSval=495679865 TSecr=1147046964"
"12391","97.253889","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12392","97.253891","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12393","97.253907","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9713989 Win=694336 Len=0 TSval=495679866 TSecr=1147046964"
"12394","97.254220","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12395","97.254221","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12396","97.254244","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9716885 Win=694336 Len=0 TSval=495679866 TSecr=1147046965"
"12397","97.254524","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12398","97.254526","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12399","97.254557","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9719781 Win=694336 Len=0 TSval=495679866 TSecr=1147046965"
"12400","97.254898","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12401","97.254900","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12402","97.254925","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9722677 Win=694336 Len=0 TSval=495679867 TSecr=1147046966"
"12403","97.255227","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12404","97.255228","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12405","97.255268","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9725573 Win=694336 Len=0 TSval=495679867 TSecr=1147046966"
"12406","97.255542","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12407","97.255544","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12408","97.255560","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9728469 Win=694336 Len=0 TSval=495679867 TSecr=1147046966"
"12409","97.255906","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12410","97.255907","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12411","97.255925","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9731365 Win=694336 Len=0 TSval=495679868 TSecr=1147046966"
"12412","97.256565","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12413","97.256566","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12414","97.256581","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9734261 Win=694336 Len=0 TSval=495679868 TSecr=1147046967"
"12415","97.257824","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12416","97.257826","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12417","97.257827","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12418","97.257828","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12419","97.257878","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9740053 Win=694336 Len=0 TSval=495679869 TSecr=1147046967"
"12420","97.258213","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12421","97.258215","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12422","97.258241","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9742949 Win=694336 Len=0 TSval=495679869 TSecr=1147046968"
"12423","97.258950","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12424","97.258952","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12425","97.258983","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9745845 Win=694336 Len=0 TSval=495679870 TSecr=1147046969"
"12426","97.259369","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12427","97.259371","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12428","97.259390","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9748741 Win=694336 Len=0 TSval=495679870 TSecr=1147046969"
"12429","97.259753","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12430","97.259755","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12431","97.259799","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9751637 Win=694336 Len=0 TSval=495679870 TSecr=1147046970"
"12432","97.260108","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12433","97.260110","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12434","97.260139","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9754533 Win=694336 Len=0 TSval=495679871 TSecr=1147046970"
"12435","97.260696","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12436","97.260698","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12437","97.260723","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9757429 Win=694336 Len=0 TSval=495679871 TSecr=1147046971"
"12438","97.261022","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12439","97.261024","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12440","97.261045","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9760325 Win=694336 Len=0 TSval=495679871 TSecr=1147046971"
"12441","97.261267","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12442","97.261269","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12443","97.261291","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9763221 Win=694336 Len=0 TSval=495679872 TSecr=1147046972"
"12444","97.263660","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12445","97.263662","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12446","97.263686","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9766117 Win=694336 Len=0 TSval=495679874 TSecr=1147046972"
"12447","97.264252","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12448","97.264253","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12449","97.264288","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9769013 Win=694336 Len=0 TSval=495679874 TSecr=1147046972"
"12450","97.264790","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12451","97.264792","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12452","97.264816","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9771909 Win=694336 Len=0 TSval=495679875 TSecr=1147046972"
"12453","97.265062","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12454","97.265064","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12455","97.265079","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9774805 Win=694336 Len=0 TSval=495679875 TSecr=1147046973"
"12456","97.265455","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12457","97.265457","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12458","97.265474","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9777701 Win=694336 Len=0 TSval=495679875 TSecr=1147046973"
"12459","97.265716","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12460","97.265718","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12461","97.265733","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9780597 Win=694336 Len=0 TSval=495679875 TSecr=1147046974"
"12462","97.266095","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12463","97.266097","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12464","97.266119","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9783493 Win=694336 Len=0 TSval=495679876 TSecr=1147046974"
"12465","97.266899","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12466","97.266900","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12467","97.266930","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9786389 Win=694336 Len=0 TSval=495679876 TSecr=1147046975"
"12468","97.267238","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12469","97.267240","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12470","97.267259","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9789285 Win=694336 Len=0 TSval=495679877 TSecr=1147046975"
"12471","97.267551","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12472","97.267552","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12473","97.267571","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9792181 Win=694336 Len=0 TSval=495679877 TSecr=1147046976"
"12474","97.267838","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12475","97.267839","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12476","97.267854","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9795077 Win=694336 Len=0 TSval=495679877 TSecr=1147046976"
"12477","97.268188","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12478","97.268189","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12479","97.268216","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9797973 Win=694336 Len=0 TSval=495679877 TSecr=1147046984"
"12480","97.269943","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12481","97.269945","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12482","97.269968","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9800869 Win=694336 Len=0 TSval=495679879 TSecr=1147046984"
"12483","97.271281","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12484","97.271284","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12485","97.271328","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9803765 Win=694336 Len=0 TSval=495679880 TSecr=1147046984"
"12486","97.273902","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12487","97.273904","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12488","97.273936","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9806661 Win=694336 Len=0 TSval=495679882 TSecr=1147046985"
"12489","97.274608","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12490","97.274610","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12491","97.274643","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9809557 Win=694336 Len=0 TSval=495679882 TSecr=1147046985"
"12492","97.275181","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12493","97.275183","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12494","97.275213","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9812453 Win=694336 Len=0 TSval=495679883 TSecr=1147046985"
"12495","97.275518","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12496","97.275520","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12497","97.275551","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9815349 Win=694336 Len=0 TSval=495679883 TSecr=1147046985"
"12498","97.275781","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12499","97.275784","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12500","97.275818","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9818245 Win=694336 Len=0 TSval=495679883 TSecr=1147046986"
"12501","97.276087","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12502","97.276088","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12503","97.276117","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9821141 Win=694336 Len=0 TSval=495679883 TSecr=1147046986"
"12504","97.276350","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12505","97.276352","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12506","97.276381","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9824037 Win=694336 Len=0 TSval=495679884 TSecr=1147046987"
"12507","97.276684","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12508","97.276980","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12509","97.276981","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12510","97.276997","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9828381 Win=694336 Len=0 TSval=495679884 TSecr=1147046987"
"12511","97.277743","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12512","97.277744","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12513","97.277760","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9831277 Win=694336 Len=0 TSval=495679885 TSecr=1147046988"
"12514","97.278096","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12515","97.278097","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12516","97.278112","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9834173 Win=694336 Len=0 TSval=495679885 TSecr=1147046989"
"12517","97.278395","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12518","97.278396","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12519","97.278421","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9837069 Win=694336 Len=0 TSval=495679885 TSecr=1147046989"
"12520","97.279089","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12521","97.279091","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12522","97.279122","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9839965 Win=694336 Len=0 TSval=495679886 TSecr=1147046990"
"12523","97.279416","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12524","97.279417","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12525","97.279432","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9842861 Win=694336 Len=0 TSval=495679886 TSecr=1147046990"
"12526","97.279761","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12527","97.279762","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12528","97.279776","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9845757 Win=694336 Len=0 TSval=495679886 TSecr=1147046991"
"12529","97.280123","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12530","97.280125","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12531","97.280139","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9848653 Win=694336 Len=0 TSval=495679887 TSecr=1147046991"
"12532","97.280412","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12533","97.280413","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12534","97.280449","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9851549 Win=694336 Len=0 TSval=495679887 TSecr=1147046991"
"12535","97.280764","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12536","97.280766","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12537","97.280794","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9854445 Win=694336 Len=0 TSval=495679887 TSecr=1147046991"
"12538","97.282197","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12539","97.282199","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12540","97.282223","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9857341 Win=694336 Len=0 TSval=495679889 TSecr=1147046992"
"12541","97.282824","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12542","97.282825","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12543","97.282842","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9860237 Win=694336 Len=0 TSval=495679889 TSecr=1147046992"
"12544","97.283269","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12545","97.283270","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12546","97.283286","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9863133 Win=694336 Len=0 TSval=495679890 TSecr=1147046992"
"12547","97.283663","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12548","97.283665","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12549","97.283680","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9866029 Win=694336 Len=0 TSval=495679890 TSecr=1147046993"
"12550","97.283926","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12551","97.283928","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Continuation Data"
"12552","97.283951","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9868925 Win=694336 Len=0 TSval=495679890 TSecr=1147046993"
"12553","97.284193","193.206.135.76","10.169.156.72","TLSv1.3","","1090","","Continuation Data"
"12554","97.284211","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=38008 Ack=9869949 Win=694336 Len=0 TSval=495679890 TSecr=1147046994"
"12555","97.923004","10.169.156.72","193.206.135.76","TCP","","54","","[TCP Keep-Alive] 49520  >  443 [ACK] Seq=2575 Ack=84198 Win=131072 Len=0"
"12556","97.923004","10.169.156.72","193.206.135.77","TCP","","54","","[TCP Keep-Alive] 49518  >  443 [ACK] Seq=1559 Ack=5709 Win=131072 Len=0"
"12557","97.923004","10.169.156.72","193.206.135.77","TCP","","54","","[TCP Keep-Alive] 49517  >  443 [ACK] Seq=1553 Ack=5709 Win=131072 Len=0"
"12558","97.923052","10.169.156.72","142.250.180.141","TCP","","54","","[TCP Keep-Alive] 49513  >  443 [ACK] Seq=2562 Ack=7291 Win=131072 Len=0"
"12559","97.931631","142.250.180.141","10.169.156.72","TCP","","66","","[TCP Keep-Alive ACK] 443  >  49513 [ACK] Seq=7291 Ack=2563 Win=72448 Len=0 TSval=476562281 TSecr=495590054"
"12560","97.933868","193.206.135.76","10.169.156.72","TCP","","66","","[TCP Keep-Alive ACK] 443  >  49520 [ACK] Seq=84198 Ack=2576 Win=70656 Len=0 TSval=1147047657 TSecr=495590306"
"12561","97.934176","193.206.135.77","10.169.156.72","TCP","","66","","[TCP Keep-Alive ACK] 443  >  49518 [ACK] Seq=5709 Ack=1560 Win=69632 Len=0 TSval=677117920 TSecr=495590141"
"12562","97.934178","193.206.135.77","10.169.156.72","TCP","","66","","[TCP Keep-Alive ACK] 443  >  49517 [ACK] Seq=5709 Ack=1554 Win=69632 Len=0 TSval=677117920 TSecr=495590141"
"12563","98.023116","10.169.156.72","74.125.143.100","TCP","","54","","[TCP Keep-Alive] 49519  >  443 [ACK] Seq=1273 Ack=8245 Win=131072 Len=0"
"12564","98.040471","74.125.143.100","10.169.156.72","TCP","","66","","[TCP Keep-Alive ACK] 443  >  49519 [ACK] Seq=8245 Ack=1274 Win=67840 Len=0 TSval=699971365 TSecr=495590224"
"12565","98.623346","10.169.156.72","216.58.208.170","TCP","","54","","[TCP Keep-Alive] 49515  >  443 [ACK] Seq=1765 Ack=7076 Win=131072 Len=0"
"12566","98.631700","216.58.208.170","10.169.156.72","TCP","","66","","[TCP Keep-Alive ACK] 443  >  49515 [ACK] Seq=7076 Ack=1766 Win=69888 Len=0 TSval=558490341 TSecr=495590978"
"12567","98.713783","18.156.44.202","10.169.156.72","TLSv1.2","","105","","Application Data"
"12568","98.713843","10.169.156.72","18.156.44.202","TCP","","66","","49364  >  443 [ACK] Seq=1 Ack=40 Win=2047 Len=0 TSval=495681315 TSecr=3513302363"
"12569","98.714042","10.169.156.72","18.156.44.202","TLSv1.2","","105","","Application Data"
"12570","98.714243","10.169.156.72","18.156.44.202","TLSv1.2","","90","","Application Data"
"12571","98.714529","10.169.156.72","18.156.44.202","TCP","","66","","49364  >  443 [FIN, ACK] Seq=64 Ack=40 Win=2048 Len=0 TSval=495681315 TSecr=3513302363"
"12572","98.726513","18.156.44.202","10.169.156.72","TCP","","66","","443  >  49364 [ACK] Seq=40 Ack=64 Win=468 Len=0 TSval=3513302376 TSecr=495681315"
"12573","98.726789","18.156.44.202","10.169.156.72","TLSv1.2","","90","","Application Data"
"12574","98.726791","18.156.44.202","10.169.156.72","TCP","","66","","[TCP Previous segment not captured] 443  >  49364 [ACK] Seq=65 Ack=65 Win=468 Len=0 TSval=3513302376 TSecr=495681315"
"12575","98.726868","10.169.156.72","18.156.44.202","TCP","","54","","49364  >  443 [RST] Seq=65 Win=0 Len=0"
"12576","98.726943","18.156.44.202","10.169.156.72","TCP","","66","","[TCP Out-Of-Order] 443  >  49364 [FIN, ACK] Seq=64 Ack=64 Win=468 Len=0 TSval=3513302376 TSecr=495681315"
